"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0014009","GO:0014009","glial cell proliferation",53,0.521001952968763,1.68917703626504,0.0031546732093227,0.0484692810227667,0.0412783006245434,2662,"tags=32%, list=17%, signal=27%","12978/77125/12977/21926/20927/16176/13555/20677/16847/17173/11839/269951/16193/14580/18755/20666/18128"
"GO:0000045","GO:0000045","autophagosome assembly",92,-0.38153128673927,-1.58484277024741,0.00317197474817628,0.0484692810227667,0.0412783006245434,3810,"tags=36%, list=25%, signal=27%","67443/68053/74244/78246/22241/108083/117150/209478/225020/18718/67727/74302/52639/228361/19338/54636/225326/75964/15944/18711/237782/19335/51897/100504663/66725/12421/68943/227738/68728/54396/17772/60599/118449"
"GO:0071897","GO:0071897","DNA biosynthetic process",161,0.40203060176118,1.517617902642,0.00317757943028102,0.0484692810227667,0.0412783006245434,3163,"tags=31%, list=20%, signal=25%","68026/217216/20877/72107/21926/21877/18973/14219/18005/22339/214901/52530/231440/12649/16881/14186/18591/98956/16948/234344/18968/208084/245474/72568/13078/19733/12462/76843/12466/69263/18148/11622/15234/106344/12469/80905/18673/12465/216853/51810/21781/12461/12168/14173/66181/12468/11991/332110/227737/22059"
"GO:0099024","GO:0099024","plasma membrane invagination",56,0.516714369605026,1.69124944743244,0.00317954477783645,0.0484692810227667,0.0412783006245434,930,"tags=18%, list=6%, signal=17%","16071/12266/171284/20877/11687/70417/100123473/171283/16803/105855"
"GO:1902116","GO:1902116","negative regulation of organelle assembly",36,-0.512265494869247,-1.72664934247584,0.00325346761128384,0.0494663347809858,0.0421274298854307,3479,"tags=47%, list=22%, signal=37%","78246/52184/225020/67046/101565/74694/74201/77832/16800/237782/214444/66725/17758/68943/18519/17772/17152"
"GO:0032412","GO:0032412","regulation of ion transmembrane transporter activity",211,0.378361860501053,1.46794189043515,0.00326781231368132,0.0494768397354241,0.0421363763079523,2528,"tags=25%, list=16%, signal=21%","71345/13040/72978/19204/17395/66240/16538/16514/14419/20927/14167/20296/19739/14169/18189/11555/18821/12794/57814/227618/11936/57442/18389/59095/16497/13844/16485/74513/98660/54377/14168/11931/19417/399548/279561/192167/19699/19733/12296/12671/105675/14873/269994/76854/109676/57785/56085/116873/56188/14199/93692/18671"
"GO:0010524","GO:0010524","positive regulation of calcium ion transport into cytosol",44,-0.449148973224187,-1.59669978070068,0.00327119601556523,0.0494768397354241,0.0421363763079523,1896,"tags=32%, list=12%, signal=28%","22065/11607/13167/233571/12389/23796/238276/14065/21838/59091/80982/68312/11517/14061"
"GO:0045663","GO:0045663","positive regulation of myoblast differentiation",19,-0.625891436441141,-1.82846370977718,0.0033042539265837,0.0498470306638912,0.042451645115562,2139,"tags=47%, list=14%, signal=41%","68190/16202/26416/17260/193385/18708/17329/57810/18795"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition",278,0.366950147583614,1.45927888196058,0.00331627591092145,0.0498987836544864,0.0424957199493315,2839,"tags=23%, list=18%, signal=19%","20877/12235/24108/77011/108000/71007/12236/208628/12534/27375/268697/68612/67849/12189/18817/67052/16906/12532/70385/22137/381293/11799/13555/20677/12649/69716/229841/269582/14841/67177/19363/56150/226419/216021/12443/27214/83383/67141/14726/19192/52679/59126/76843/12193/18392/18148/12567/328440/68142/118454/12122/14199/13871/12144/14056/22410/67045/72290/19650/12034/105837/56190/21781/108911"
"GO:0008643","GO:0008643","carbohydrate transport",134,0.414479454261207,1.55027168212766,0.00332876023876732,0.049957207924446,0.0425454763007416,2282,"tags=22%, list=15%, signal=19%","56636/12266/18260/20537/11636/24014/21926/18751/13614/224674/16176/23921/26457/80979/13867/117591/13869/20661/227659/228368/64008/212980/22350/15277/14734/20527/228775/76157/11421/22349"
